"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
"","","","Arrivals","Departures"
" "," ","2013M12",32,21
" "," ","2014M01",63,27
" "," ","2014M02",75,26
" "," ","2014M03",36,23
" "," ","2014M04",37,17
" "," ","2014M05",29,21
" "," ","2014M06",55,34
" "," ","2014M07",89,48
" "," ","2014M08",66,18
" "," ","2014M09",48,14
" "," ","2014M10",42,23
" "," ","2014M11",25,24
" "," ","2014M12",26,18
" "," ","2015M01",80,19
" "," ","2015M02",94,24
" "," ","2015M03",32,29
" "," ","2015M04",36,27
" "," ","2015M05",20,32
" "," ","2015M06",43,25
" "," ","2015M07",76,29
" "," ","2015M08",43,14
" "," ","2015M09",31,19
" "," ","2015M10",101,11
" "," ","2015M11",26,10
" "," ","2015M12",28,20
" "," ","2016M01",53,26
" "," ","2016M02",115,27
" "," ","2016M03",37,35
" "," ","2016M04",28,12
" "," ","2016M05",23,37
" "," ","2016M06",53,23
" ","India","2011M02",1018,120
" "," ","2011M03",607,167
" "," ","2011M04",473,115
" "," ","2011M05",428,107
" "," ","2011M06",435,84
" "," ","2011M07",857,131
" "," ","2011M08",452,93
" "," ","2011M09",433,93
" "," ","2011M10",373,85
" "," ","2011M11",493,114
" "," ","2011M12",258,143
" "," ","2012M01",447,110
" "," ","2012M02",1128,113
" "," ","2012M03",769,135
" "," ","2012M04",343,85
" "," ","2012M05",486,109
" "," ","2012M06",470,97
" "," ","2012M07",783,151
" "," ","2012M08",395,99
" "," ","2012M09",433,105
" "," ","2012M10",404,101
" "," ","2012M11",442,97
" "," ","2012M12",292,91
" "," ","2013M01",414,137
" "," ","2013M02",983,87
" "," ","2013M03",719,147
" "," ","2013M04",434,126
" "," ","2013M05",628,96
" "," ","2013M06",532,102
" "," ","2013M07",772,112
" "," ","2013M08",438,108
" "," ","2013M09",380,93
" "," ","2013M10",491,114
" "," ","2013M11",546,116
" "," ","2013M12",367,96
" "," ","2014M01",562,92
" "," ","2014M02",1245,95
" "," ","2014M03",955,113
" "," ","2014M04",716,113
" "," ","2014M05",827,92
" "," ","2014M06",928,85
" "," ","2014M07",1427,101
" "," ","2014M08",1178,90
" "," ","2014M09",1045,110
" "," ","2014M10",926,107
" "," ","2014M11",991,106
" "," ","2014M12",503,111
" "," ","2015M01",1244,86
" "," ","2015M02",2260,100
" "," ","2015M03",1297,129
" "," ","2015M04",780,113
" "," ","2015M05",750,93
" "," ","2015M06",865,89
" "," ","2015M07",1988,127
" "," ","2015M08",1269,71
" "," ","2015M09",1269,88
" "," ","2015M10",1123,109
" "," ","2015M11",1138,102
" "," ","2015M12",507,91
" "," ","2016M01",943,86
" "," ","2016M02",1844,107
" "," ","2016M03",1010,146
" "," ","2016M04",708,87
" "," ","2016M05",821,108
" "," ","2016M06",704,84
" ","Japan","2011M02",147,67
" "," ","2011M03",190,164
" "," ","2011M04",354,103
" "," ","2011M05",149,71
" "," ","2011M06",143,61
" "," ","2011M07",146,166
" "," ","2011M08",130,63
" "," ","2011M09",144,57
" "," ","2011M10",121,92
" "," ","2011M11",110,72
" "," ","2011M12",115,109
" "," ","2012M01",306,58
" "," ","2012M02",125,66
" "," ","2012M03",175,111
" "," ","2012M04",316,74
" "," ","2012M05",137,75
" "," ","2012M06",114,69
" "," ","2012M07",161,72
" "," ","2012M08",144,135
" "," ","2012M09",129,58
" "," ","2012M10",105,48
" "," ","2012M11",109,72
" "," ","2012M12",78,84
" "," ","2013M01",307,44
" "," ","2013M02",129,79
" "," ","2013M03",159,157
" "," ","2013M04",294,84
" "," ","2013M05",143,64
" "," ","2013M06",129,49
" "," ","2013M07",173,88
" "," ","2013M08",156,168
" "," ","2013M09",132,43
" "," ","2013M10",123,57
" "," ","2013M11",116,78
" "," ","2013M12",86,121
" "," ","2014M01",336,50
" "," ","2014M02",139,52
" "," ","2014M03",163,119
" "," ","2014M04",333,97
" "," ","2014M05",142,85
" "," ","2014M06",128,50
" "," ","2014M07",150,80
" "," ","2014M08",190,153
" "," ","2014M09",164,60
" "," ","2014M10",158,68
" "," ","2014M11",134,80
" "," ","2014M12",89,77
" "," ","2015M01",289,52
" "," ","2015M02",186,74
" "," ","2015M03",220,125
" "," ","2015M04",360,97
" "," ","2015M05",156,62
" "," ","2015M06",147,52
" "," ","2015M07",166,64
" "," ","2015M08",178,119
" "," ","2015M09",172,55
" "," ","2015M10",165,66
" "," ","2015M11",118,59
" "," ","2015M12",116,92
" "," ","2016M01",275,64
" "," ","2016M02",171,67
" "," ","2016M03",191,117
" "," ","2016M04",419,103
" "," ","2016M05",194,70
" "," ","2016M06",194,61
" ","Kyrgyzstan","2011M02",1,0
" "," ","2011M03",0,1
" "," ","2011M04",2,0
" "," ","2011M05",0,0
" "," ","2011M06",0,0
" "," ","2011M07",1,0
" "," ","2011M08",0,0
" "," ","2011M09",0,0
" "," ","2011M10",0,0
" "," ","2011M11",3,0
" "," ","2011M12",0,1
" "," ","2012M01",1,0
" "," ","2012M02",1,0
" "," ","2012M03",0,1
" "," ","2012M04",1,0
" "," ","2012M05",0,0
" "," ","2012M06",0,0
" "," ","2012M07",0,1
" "," ","2012M08",0,0
" "," ","2012M09",0,0
" "," ","2012M10",0,1
" "," ","2012M11",0,0
" "," ","2012M12",1,0
" "," ","2013M01",0,0
" "," ","2013M02",0,0
" "," ","2013M03",3,0
" "," ","2013M04",0,1
" "," ","2013M05",0,0
" "," ","2013M06",0,0
" "," ","2013M07",1,0
" "," ","2013M08",2,0
" "," ","2013M09",0,0
" "," ","2013M10",1,0
" "," ","2013M11",1,0
" "," ","2013M12",0,0
" "," ","2014M01",4,0
" "," ","2014M02",1,0
" "," ","2014M03",0,0
" "," ","2014M04",0,0
" "," ","2014M05",0,0
" "," ","2014M06",0,0
" "," ","2014M07",0,0
" "," ","2014M08",0,0
" "," ","2014M09",0,0
" "," ","2014M10",3,0
" "," ","2014M11",3,0
" "," ","2014M12",0,0
" "," ","2015M01",0,0
" "," ","2015M02",0,0
" "," ","2015M03",0,0
" "," ","2015M04",0,0
" "," ","2015M05",0,0
" "," ","2015M06",0,0
" "," ","2015M07",0,0
" "," ","2015M08",0,1
" "," ","2015M09",0,0
" "," ","2015M10",1,0
" "," ","2015M11",0,0
" "," ","2015M12",0,0
" "," ","2016M01",3,0
" "," ","2016M02",0,0
" "," ","2016M03",0,0
" "," ","2016M04",0,0
" "," ","2016M05",0,0
" "," ","2016M06",0,0
" ","Cambodia","2011M02",27,13
" "," ","2011M03",18,11
" "," ","2011M04",24,9
" "," ","2011M05",25,7
" "," ","2011M06",15,2
" "," ","2011M07",18,4
" "," ","2011M08",32,3
" "," ","2011M09",21,7
" "," ","2011M10",21,6
" "," ","2011M11",25,7
" "," ","2011M12",13,19
" "," ","2012M01",25,8
" "," ","2012M02",25,2
" "," ","2012M03",15,8
" "," ","2012M04",10,5
" "," ","2012M05",19,9
" "," ","2012M06",22,4
" "," ","2012M07",14,7
" "," ","2012M08",25,7
" "," ","2012M09",22,7
" "," ","2012M10",16,3
" "," ","2012M11",13,3
" "," ","2012M12",16,6
" "," ","2013M01",21,5
" "," ","2013M02",34,12
" "," ","2013M03",16,8
" "," ","2013M04",22,8
" "," ","2013M05",24,0
" "," ","2013M06",20,19
" "," ","2013M07",16,7
" "," ","2013M08",25,0
" "," ","2013M09",15,6
" "," ","2013M10",13,4
" "," ","2013M11",9,9
" "," ","2013M12",27,13
" "," ","2014M01",36,11
" "," ","2014M02",21,2
" "," ","2014M03",30,6
" "," ","2014M04",23,7
" "," ","2014M05",16,8
" "," ","2014M06",20,8
" "," ","2014M07",24,5
" "," ","2014M08",13,5
" "," ","2014M09",10,8
" "," ","2014M10",7,7
" "," ","2014M11",17,7
" "," ","2014M12",17,10
" "," ","2015M01",22,9
" "," ","2015M02",33,8
" "," ","2015M03",24,3
" "," ","2015M04",22,8
" "," ","2015M05",23,4
" "," ","2015M06",19,6
" "," ","2015M07",21,18
" "," ","2015M08",17,7
" "," ","2015M09",27,5
" "," ","2015M10",16,6
" "," ","2015M11",10,6
" "," ","2015M12",14,4
" "," ","2016M01",32,8
" "," ","2016M02",39,3
" "," ","2016M03",26,14
" "," ","2016M04",10,7
" "," ","2016M05",20,8
" "," ","2016M06",22,9
" ","Korea, Democratic People's Republic of","2011M02",0,0
" "," ","2011M03",0,0
" "," ","2011M04",0,0
" "," ","2011M05",0,0
" "," ","2011M06",0,0
" "," ","2011M07",0,0
" "," ","2011M08",0,0
" "," ","2011M09",0,0
" "," ","2011M10",0,0
" "," ","2011M11",0,0
" "," ","2011M12",0,0
" "," ","2012M01",0,0
" "," ","2012M02",0,0
" "," ","2012M03",0,0
" "," ","2012M04",0,0
" "," ","2012M05",0,0
" "," ","2012M06",0,0
" "," ","2012M07",0,0
" "," ","2012M08",0,0
" "," ","2012M09",0,0
" "," ","2012M10",0,0
" "," ","2012M11",0,0
" "," ","2012M12",0,0
" "," ","2013M01",0,0
" "," ","2013M02",0,0
" "," ","2013M03",0,0
" "," ","2013M04",0,0
" "," ","2013M05",0,0
" "," ","2013M06",0,0
" "," ","2013M07",0,0
" "," ","2013M08",0,0
" "," ","2013M09",0,0
" "," ","2013M10",0,0
" "," ","2013M11",0,0
" "," ","2013M12",0,0
" "," ","2014M01",0,0
" "," ","2014M02",0,0
" "," ","2014M03",0,0
" "," ","2014M04",0,0
" "," ","2014M05",0,0
" "," ","2014M06",0,0
" "," ","2014M07",0,0
" "," ","2014M08",0,0
" "," ","2014M09",0,0
" "," ","2014M10",4,0
" "," ","2014M11",0,0
" "," ","2014M12",0,0
" "," ","2015M01",0,0
" "," ","2015M02",0,0
" "," ","2015M03",0,0
" "," ","2015M04",0,0
" "," ","2015M05",0,0
" "," ","2015M06",0,0
" "," ","2015M07",0,0
" "," ","2015M08",0,0
" "," ","2015M09",0,0
" "," ","2015M10",0,0
" "," ","2015M11",0,0
" "," ","2015M12",0,0
" "," ","2016M01",0,0
" "," ","2016M02",0,0
" "," ","2016M03",0,0
" "," ","2016M04",0,0
" "," ","2016M05",0,0
" "," ","2016M06",0,0
" ","Korea, Republic of","2011M02",229,194
" "," ","2011M03",161,196
" "," ","2011M04",100,122
" "," ","2011M05",110,125
" "," ","2011M06",103,133
" "," ","2011M07",200,303
" "," ","2011M08",116,146
" "," ","2011M09",124,105
" "," ","2011M10",90,109
" "," ","2011M11",88,164
" "," ","2011M12",103,369
" "," ","2012M01",233,176
" "," ","2012M02",197,180
" "," ","2012M03",154,112
" "," ","2012M04",98,83
" "," ","2012M05",99,122
" "," ","2012M06",133,89
" "," ","2012M07",174,177
" "," ","2012M08",89,111
" "," ","2012M09",125,65
" "," ","2012M10",105,99
" "," ","2012M11",67,150
" "," ","2012M12",110,343
" "," ","2013M01",249,139
" "," ","2013M02",214,154
" "," ","2013M03",164,88
" "," ","2013M04",143,68
" "," ","2013M05",122,97
" "," ","2013M06",192,87
" "," ","2013M07",166,179
" "," ","2013M08",126,103
" "," ","2013M09",152,62
" "," ","2013M10",102,65
" "," ","2013M11",109,121
" "," ","2013M12",107,202
" "," ","2014M01",223,119
" "," ","2014M02",189,88
" "," ","2014M03",121,101
" "," ","2014M04",128,61
" "," ","2014M05",94,96
" "," ","2014M06",179,65
" "," ","2014M07",195,97
" "," ","2014M08",116,79
" "," ","2014M09",155,65
" "," ","2014M10",130,34
" "," ","2014M11",147,83
" "," ","2014M12",119,186
" "," ","2015M01",289,92
" "," ","2015M02",177,93
" "," ","2015M03",172,78
" "," ","2015M04",146,82
" "," ","2015M05",110,54
" "," ","2015M06",197,70
" "," ","2015M07",211,74
" "," ","2015M08",137,54
" "," ","2015M09",151,54
" "," ","2015M10",146,56
" "," ","2015M11",137,69
" "," ","2015M12",104,136
" "," ","2016M01",362,95
" "," ","2016M02",227,80
" "," ","2016M03",155,59
" "," ","2016M04",161,57
" "," ","2016M05",106,50
" "," ","2016M06",195,50
" ","Kazakhstan","2011M02",2,0
" "," ","2011M03",2,3
" "," ","2011M04",3,0
" "," ","2011M05",0,5
" "," ","2011M06",1,1
" "," ","2011M07",5,2
" "," ","2011M08",2,2
" "," ","2011M09",0,0
" "," ","2011M10",6,4
" "," ","2011M11",1,0
" "," ","2011M12",2,0
" "," ","2012M01",1,2
" "," ","2012M02",6,0
" "," ","2012M03",0,1
" "," ","2012M04",1,0
" "," ","2012M05",0,0
" "," ","2012M06",2,2
" "," ","2012M07",3,5
" "," ","2012M08",6,0
" "," ","2012M09",7,1
" "," ","2012M10",0,0
" "," ","2012M11",4,3
" "," ","2012M12",0,3
" "," ","2013M01",3,1
" "," ","2013M02",4,0
" "," ","2013M03",1,0
" "," ","2013M04",1,1
" "," ","2013M05",1,0
" "," ","2013M06",3,0
" "," ","2013M07",9,4
" "," ","2013M08",3,1
" "," ","2013M09",2,0
" "," ","2013M10",4,0
" "," ","2013M11",2,1
" "," ","2013M12",2,2
" "," ","2014M01",2,2
" "," ","2014M02",6,0
" "," ","2014M03",2,1
" "," ","2014M04",1,0
" "," ","2014M05",1,0
" "," ","2014M06",0,1
" "," ","2014M07",4,1
" "," ","2014M08",5,3
" "," ","2014M09",2,3
" "," ","2014M10",6,0
" "," ","2014M11",2,0
" "," ","2014M12",0,2
" "," ","2015M01",3,0
" "," ","2015M02",5,0
" "," ","2015M03",3,0
" "," ","2015M04",0,0
" "," ","2015M05",1,0
" "," ","2015M06",3,0
" "," ","2015M07",4,1
" "," ","2015M08",0,2
" "," ","2015M09",2,0
" "," ","2015M10",2,2
" "," ","2015M11",3,0
" "," ","2015M12",5,0
" "," ","2016M01",2,4
" "," ","2016M02",11,0
" "," ","2016M03",4,0
" "," ","2016M04",7,0
" "," ","2016M05",4,2
" "," ","2016M06",6,0
" ","Laos","2011M02",1,2
" "," ","2011M03",4,4
" "," ","2011M04",3,1
" "," ","2011M05",0,3
" "," ","2011M06",0,0
" "," ","2011M07",1,1
" "," ","2011M08",2,0
" "," ","2011M09",0,1
" "," ","2011M10",2,1
" "," ","2011M11",1,0
" "," ","2011M12",0,0
" "," ","2012M01",6,1
" "," ","2012M02",13,0
" "," ","2012M03",2,9
" "," ","2012M04",3,1
" "," ","2012M05",3,1
" "," ","2012M06",1,3
" "," ","2012M07",6,3
" "," ","2012M08",2,1
" "," ","2012M09",0,0
" "," ","2012M10",2,0
" "," ","2012M11",0,4
" "," ","2012M12",3,4
" "," ","2013M01",3,4
" "," ","2013M02",22,1
" "," ","2013M03",1,3
" "," ","2013M04",1,3
" "," ","2013M05",2,0
" "," ","2013M06",7,1
" "," ","2013M07",8,3
" "," ","2013M08",0,0
" "," ","2013M09",0,0
" "," ","2013M10",1,0
" "," ","2013M11",1,2
" "," ","2013M12",6,7
" "," ","2014M01",10,3
" "," ","2014M02",20,0
" "," ","2014M03",5,2
" "," ","2014M04",2,8
" "," ","2014M05",1,4
" "," ","2014M06",2,0
" "," ","2014M07",3,7
" "," ","2014M08",3,0
" "," ","2014M09",1,1
" "," ","2014M10",4,2
" "," ","2014M11",1,0
" "," ","2014M12",2,5
" "," ","2015M01",8,3
" "," ","2015M02",11,2
" "," ","2015M03",3,2
" "," ","2015M04",3,5
" "," ","2015M05",11,0
" "," ","2015M06",2,3
" "," ","2015M07",3,3
" "," ","2015M08",9,0
" "," ","2015M09",4,1
" "," ","2015M10",3,0
" "," ","2015M11",1,1
" "," ","2015M12",0,3
" "," ","2016M01",9,4
" "," ","2016M02",19,3
" "," ","2016M03",2,6
" "," ","2016M04",1,6
" "," ","2016M05",3,3
" "," ","2016M06",1,2
" ","Sri Lanka","2011M02",94,9
" "," ","2011M03",47,6
" "," ","2011M04",36,17
" "," ","2011M05",42,10
" "," ","2011M06",37,14
" "," ","2011M07",73,5
" "," ","2011M08",42,1
" "," ","2011M09",54,6
" "," ","2011M10",43,4
" "," ","2011M11",48,13
" "," ","2011M12",42,7
" "," ","2012M01",56,2
" "," ","2012M02",110,4
" "," ","2012M03",80,14
" "," ","2012M04",44,6
" "," ","2012M05",62,7
" "," ","2012M06",65,16
" "," ","2012M07",75,10
" "," ","2012M08",43,5
" "," ","2012M09",41,3
" "," ","2012M10",33,5
" "," ","2012M11",31,6
" "," ","2012M12",34,7
" "," ","2013M01",37,5
" "," ","2013M02",78,10
" "," ","2013M03",84,11
" "," ","2013M04",31,18
" "," ","2013M05",40,12
" "," ","2013M06",51,11
" "," ","2013M07",63,7
" "," ","2013M08",62,2
" "," ","2013M09",47,10
" "," ","2013M10",51,2
" "," ","2013M11",55,15
" "," ","2013M12",35,10
" "," ","2014M01",53,2
" "," ","2014M02",83,8
" "," ","2014M03",63,5
" "," ","2014M04",33,7
" "," ","2014M05",32,3
" "," ","2014M06",41,11
" "," ","2014M07",58,6
" "," ","2014M08",57,6
" "," ","2014M09",44,8
" "," ","2014M10",51,9
" "," ","2014M11",66,2
" "," ","2014M12",25,14
" "," ","2015M01",44,4
" "," ","2015M02",94,8
" "," ","2015M03",63,6
" "," ","2015M04",38,21
" "," ","2015M05",65,15
" "," ","2015M06",54,6
" "," ","2015M07",116,10
" "," ","2015M08",93,9
" "," ","2015M09",85,8
" "," ","2015M10",77,7
" "," ","2015M11",97,5
" "," ","2015M12",54,12
" "," ","2016M01",90,8
" "," ","2016M02",154,9
" "," ","2016M03",57,10
" "," ","2016M04",56,1
" "," ","2016M05",57,11
" "," ","2016M06",76,6
" ","Burma (Myanmar)","2011M02",2,1
" "," ","2011M03",3,0
" "," ","2011M04",1,0
" "," ","2011M05",0,1
" "," ","2011M06",2,1
" "," ","2011M07",3,1
" "," ","2011M08",3,0
" "," ","2011M09",2,0
" "," ","2011M10",1,0
" "," ","2011M11",2,4
" "," ","2011M12",1,1
" "," ","2012M01",1,0
" "," ","2012M02",6,1
" "," ","2012M03",5,0
" "," ","2012M04",0,0
" "," ","2012M05",0,0
" "," ","2012M06",3,1
" "," ","2012M07",6,1
" "," ","2012M08",0,3
" "," ","2012M09",0,1
" "," ","2012M10",0,1
" "," ","2012M11",1,0
" "," ","2012M12",0,0
" "," ","2013M01",2,0
" "," ","2013M02",6,1
" "," ","2013M03",2,2
" "," ","2013M04",2,2
" "," ","2013M05",1,0
" "," ","2013M06",1,1
" "," ","2013M07",1,7
" "," ","2013M08",7,0
" "," ","2013M09",1,0
" "," ","2013M10",0,4
" "," ","2013M11",2,5
" "," ","2013M12",1,0
" "," ","2014M01",3,3
" "," ","2014M02",16,1
" "," ","2014M03",3,5
" "," ","2014M04",2,0
" "," ","2014M05",2,1
" "," ","2014M06",2,0
" "," ","2014M07",3,3
" "," ","2014M08",4,4
" "," ","2014M09",1,0
" "," ","2014M10",1,2
" "," ","2014M11",5,1
" "," ","2014M12",3,2
" "," ","2015M01",3,0
" "," ","2015M02",13,7
" "," ","2015M03",2,5
" "," ","2015M04",1,2
" "," ","2015M05",2,1
" "," ","2015M06",4,2
" "," ","2015M07",2,3
" "," ","2015M08",1,2
" "," ","2015M09",2,0
" "," ","2015M10",2,1
" "," ","2015M11",0,1
" "," ","2015M12",1,1
" "," ","2016M01",4,1
" "," ","2016M02",10,2
" "," ","2016M03",11,3
" "," ","2016M04",1,0
" "," ","2016M05",3,0
" "," ","2016M06",4,2
" ","Mongolia","2011M02",2,1
" "," ","2011M03",3,0
" "," ","2011M04",0,0
" "," ","2011M05",0,1
" "," ","2011M06",3,6
" "," ","2011M07",0,1
" "," ","2011M08",1,5
" "," ","2011M09",0,0
" "," ","2011M10",2,0
" "," ","2011M11",1,0
" "," ","2011M12",0,3
" "," ","2012M01",1,1
" "," ","2012M02",6,1
" "," ","2012M03",1,2
" "," ","2012M04",1,7
" "," ","2012M05",0,0
" "," ","2012M06",2,2
" "," ","2012M07",0,0
" "," ","2012M08",0,0
" "," ","2012M09",3,0
" "," ","2012M10",0,0
" "," ","2012M11",1,1
" "," ","2012M12",0,0
" "," ","2013M01",0,1
" "," ","2013M02",4,3
" "," ","2013M03",0,0
" "," ","2013M04",0,0
" "," ","2013M05",1,0
" "," ","2013M06",0,0
" "," ","2013M07",1,12
" "," ","2013M08",1,2
" "," ","2013M09",0,0
" "," ","2013M10",1,1
" "," ","2013M11",0,0
" "," ","2013M12",3,0
" "," ","2014M01",3,3
" "," ","2014M02",0,0
" "," ","2014M03",2,6
" "," ","2014M04",0,2
" "," ","2014M05",0,0
" "," ","2014M06",4,0
" "," ","2014M07",3,1
" "," ","2014M08",1,0
" "," ","2014M09",2,0
" "," ","2014M10",0,0
" "," ","2014M11",1,0
" "," ","2014M12",1,0
" "," ","2015M01",0,1
" "," ","2015M02",2,4
" "," ","2015M03",1,0
" "," ","2015M04",2,0
" "," ","2015M05",0,0
" "," ","2015M06",3,1
" "," ","2015M07",0,0
" "," ","2015M08",0,0
" "," ","2015M09",1,0
" "," ","2015M10",0,0
" "," ","2015M11",2,0
" "," ","2015M12",0,2
" "," ","2016M01",0,0
" "," ","2016M02",2,0
" "," ","2016M03",0,1
" "," ","2016M04",2,1
" "," ","2016M05",0,3
" "," ","2016M06",0,1
" ","Macau (Special Administrative Region)","2011M02",7,1
" "," ","2011M03",1,1
" "," ","2011M04",0,0
" "," ","2011M05",3,1
" "," ","2011M06",0,2
" "," ","2011M07",3,1
" "," ","2011M08",3,0
" "," ","2011M09",3,0
" "," ","2011M10",2,1
" "," ","2011M11",2,2
" "," ","2011M12",2,1
" "," ","2012M01",6,5
" "," ","2012M02",5,0
" "," ","2012M03",1,0
" "," ","2012M04",2,1
" "," ","2012M05",1,1
" "," ","2012M06",2,2
" "," ","2012M07",3,1
" "," ","2012M08",4,0
" "," ","2012M09",2,0
" "," ","2012M10",1,1
" "," ","2012M11",2,0
" "," ","2012M12",0,1
" "," ","2013M01",5,2
" "," ","2013M02",8,1
" "," ","2013M03",4,0
" "," ","2013M04",1,0
" "," ","2013M05",3,0
" "," ","2013M06",1,0
" "," ","2013M07",3,6
" "," ","2013M08",0,3
" "," ","2013M09",2,1
" "," ","2013M10",5,0
" "," ","2013M11",3,2
" "," ","2013M12",0,1
" "," ","2014M01",10,3
" "," ","2014M02",3,0
" "," ","2014M03",1,1
" "," ","2014M04",8,0
" "," ","2014M05",0,0
" "," ","2014M06",1,1
" "," ","2014M07",5,1
" "," ","2014M08",6,0
" "," ","2014M09",4,3
" "," ","2014M10",4,1
" "," ","2014M11",1,1
" "," ","2014M12",1,1
" "," ","2015M01",3,0
" "," ","2015M02",4,1
" "," ","2015M03",1,1
" "," ","2015M04",2,0
" "," ","2015M05",1,1
" "," ","2015M06",1,0
" "," ","2015M07",9,1
" "," ","2015M08",0,2
" "," ","2015M09",0,0
" "," ","2015M10",5,1
" "," ","2015M11",2,1
" "," ","2015M12",0,3
" "," ","2016M01",15,3
" "," ","2016M02",11,0
" "," ","2016M03",4,0
" "," ","2016M04",3,0
" "," ","2016M05",3,1
" "," ","2016M06",3,3
" ","Maldives","2011M02",4,1
" "," ","2011M03",4,5
" "," ","2011M04",3,0
" "," ","2011M05",0,0
" "," ","2011M06",1,2
" "," ","2011M07",1,8
" "," ","2011M08",0,1
" "," ","2011M09",1,0
" "," ","2011M10",1,0
" "," ","2011M11",0,0
" "," ","2011M12",0,4
" "," ","2012M01",0,1
" "," ","2012M02",9,0
" "," ","2012M03",0,5
" "," ","2012M04",0,0
" "," ","2012M05",1,5
" "," ","2012M06",1,0
" "," ","2012M07",0,0
" "," ","2012M08",0,0
" "," ","2012M09",1,0
" "," ","2012M10",0,0
" "," ","2012M11",0,0
" "," ","2012M12",3,4
" "," ","2013M01",6,0
" "," ","2013M02",5,3
" "," ","2013M03",2,1
" "," ","2013M04",0,0
" "," ","2013M05",3,10
" "," ","2013M06",0,2
" "," ","2013M07",0,0
" "," ","2013M08",0,3
" "," ","2013M09",4,2
" "," ","2013M10",0,0
" "," ","2013M11",2,1
" "," ","2013M12",1,4
" "," ","2014M01",1,0
" "," ","2014M02",4,0
" "," ","2014M03",1,0
" "," ","2014M04",2,0
" "," ","2014M05",0,4
" "," ","2014M06",2,0
" "," ","2014M07",7,0
" "," ","2014M08",3,0
" "," ","2014M09",1,0
" "," ","2014M10",1,0
" "," ","2014M11",0,0
" "," ","2014M12",1,0
" "," ","2015M01",2,3
" "," ","2015M02",7,2
" "," ","2015M03",3,0
" "," ","2015M04",2,0
" "," ","2015M05",0,0
" "," ","2015M06",1,0
" "," ","2015M07",0,0
" "," ","2015M08",0,0
" "," ","2015M09",2,0
" "," ","2015M10",2,1
" "," ","2015M11",0,2
" "," ","2015M12",2,1
" "," ","2016M01",1,0
" "," ","2016M02",3,0
" "," ","2016M03",1,1
" "," ","2016M04",0,0
" "," ","2016M05",2,0
" "," ","2016M06",5,0
" ","Malaysia","2011M02",545,52
" "," ","2011M03",89,78
" "," ","2011M04",52,54
" "," ","2011M05",56,65
" "," ","2011M06",63,57
" "," ","2011M07",101,65
" "," ","2011M08",56,53
" "," ","2011M09",66,43
" "," ","2011M10",92,34
" "," ","2011M11",69,197
" "," ","2011M12",70,114
" "," ","2012M01",183,51
" "," ","2012M02",361,56
" "," ","2012M03",72,54
" "," ","2012M04",46,31
" "," ","2012M05",50,53
" "," ","2012M06",53,58
" "," ","2012M07",94,73
" "," ","2012M08",51,40
" "," ","2012M09",45,30
" "," ","2012M10",81,41
" "," ","2012M11",56,127
" "," ","2012M12",77,160
" "," ","2013M01",173,58
" "," ","2013M02",307,51
" "," ","2013M03",57,48
" "," ","2013M04",57,21
" "," ","2013M05",40,30
" "," ","2013M06",82,40
" "," ","2013M07",67,62
" "," ","2013M08",37,34
" "," ","2013M09",70,33
" "," ","2013M10",61,35
" "," ","2013M11",55,70
" "," ","2013M12",77,113
" "," ","2014M01",141,49
" "," ","2014M02",270,35
" "," ","2014M03",79,52
" "," ","2014M04",95,21
" "," ","2014M05",71,38
" "," ","2014M06",111,43
" "," ","2014M07",78,31
" "," ","2014M08",66,29
" "," ","2014M09",61,32
" "," ","2014M10",58,22
" "," ","2014M11",64,45
" "," ","2014M12",83,105
" "," ","2015M01",168,52
" "," ","2015M02",226,44
" "," ","2015M03",84,33
" "," ","2015M04",55,41
" "," ","2015M05",42,50
" "," ","2015M06",82,53
" "," ","2015M07",245,39
" "," ","2015M08",88,24
" "," ","2015M09",54,22
" "," ","2015M10",91,18
" "," ","2015M11",71,27
" "," ","2015M12",81,82
" "," ","2016M01",164,35
" "," ","2016M02",336,32
" "," ","2016M03",86,39
" "," ","2016M04",79,30
" "," ","2016M05",85,14
" "," ","2016M06",99,38
" ","Nepal","2011M02",29,4
" "," ","2011M03",16,10
" "," ","2011M04",13,2
" "," ","2011M05",13,1
" "," ","2011M06",14,1
" "," ","2011M07",25,1
" "," ","2011M08",22,3
" "," ","2011M09",5,2
" "," ","2011M10",10,0
" "," ","2011M11",24,0
" "," ","2011M12",8,8
" "," ","2012M01",21,5
" "," ","2012M02",43,4
" "," ","2012M03",10,6
" "," ","2012M04",4,1
" "," ","2012M05",5,4
" "," ","2012M06",4,2
" "," ","2012M07",26,3
" "," ","2012M08",7,0
" "," ","2012M09",12,1
" "," ","2012M10",33,0
" "," ","2012M11",10,1
" "," ","2012M12",12,3
" "," ","2013M01",45,0
" "," ","2013M02",33,0
" "," ","2013M03",22,5
" "," ","2013M04",12,4
" "," ","2013M05",36,1
" "," ","2013M06",36,4
" "," ","2013M07",18,7
" "," ","2013M08",54,2
" "," ","2013M09",12,3
" "," ","2013M10",11,1
" "," ","2013M11",11,1
" "," ","2013M12",19,5
" "," ","2014M01",13,5
" "," ","2014M02",15,3
" "," ","2014M03",20,3
" "," ","2014M04",14,3
" "," ","2014M05",17,3
" "," ","2014M06",23,1
" "," ","2014M07",90,4
" "," ","2014M08",103,6
" "," ","2014M09",110,1
" "," ","2014M10",59,3
" "," ","2014M11",45,2
" "," ","2014M12",25,1
" "," ","2015M01",30,2
