"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
"","","","Arrivals","Departures"
" ","Nauru","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",1,0
" "," ","1989M11",0,0
" "," ","1989M12",0,2
" "," ","1990M01",0,1
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",2,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,1
" "," ","1991M08",0,0
" "," ","1991M09",2,0
" "," ","1991M10",0,1
" "," ","1991M11",0,0
" "," ","1991M12",1,0
" "," ","1992M01",0,0
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,5
" "," ","1992M05",0,1
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,1
" "," ","1992M09",0,2
" "," ","1992M10",0,0
" "," ","1992M11",1,0
" "," ","1992M12",0,1
" "," ","1993M01",0,2
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",1,2
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,1
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",1,1
" "," ","1993M12",0,0
" "," ","1994M01",0,0
" "," ","1994M02",0,2
" "," ","1994M03",0,2
" "," ","1994M04",0,0
" "," ","1994M05",0,1
" "," ","1994M06",0,0
" "," ","1994M07",1,2
" "," ","1994M08",0,0
" "," ","1994M09",1,0
" "," ","1994M10",0,1
" ","Niue","1989M06",2,10
" "," ","1989M07",1,1
" "," ","1989M08",11,2
" "," ","1989M09",2,2
" "," ","1989M10",0,0
" "," ","1989M11",0,2
" "," ","1989M12",29,4
" "," ","1990M01",28,16
" "," ","1990M02",4,5
" "," ","1990M03",8,10
" "," ","1990M04",5,7
" "," ","1990M05",0,0
" "," ","1990M06",1,1
" "," ","1990M07",8,11
" "," ","1990M08",8,8
" "," ","1990M09",5,2
" "," ","1990M10",4,1
" "," ","1990M11",4,2
" "," ","1990M12",15,6
" "," ","1991M01",9,17
" "," ","1991M02",16,9
" "," ","1991M03",5,6
" "," ","1991M04",2,8
" "," ","1991M05",1,7
" "," ","1991M06",4,4
" "," ","1991M07",4,2
" "," ","1991M08",9,7
" "," ","1991M09",3,3
" "," ","1991M10",2,5
" "," ","1991M11",0,1
" "," ","1991M12",15,7
" "," ","1992M01",11,2
" "," ","1992M02",20,19
" "," ","1992M03",9,6
" "," ","1992M04",5,1
" "," ","1992M05",2,3
" "," ","1992M06",1,2
" "," ","1992M07",2,2
" "," ","1992M08",3,1
" "," ","1992M09",20,4
" "," ","1992M10",2,12
" "," ","1992M11",5,5
" "," ","1992M12",6,14
" "," ","1993M01",12,1
" "," ","1993M02",4,5
" "," ","1993M03",2,4
" "," ","1993M04",4,12
" "," ","1993M05",1,7
" "," ","1993M06",0,2
" "," ","1993M07",5,4
" "," ","1993M08",3,3
" "," ","1993M09",3,0
" "," ","1993M10",8,0
" "," ","1993M11",1,4
" "," ","1993M12",11,8
" "," ","1994M01",16,13
" "," ","1994M02",7,6
" "," ","1994M03",2,8
" "," ","1994M04",0,4
" "," ","1994M05",2,3
" "," ","1994M06",2,10
" "," ","1994M07",0,2
" "," ","1994M08",3,3
" "," ","1994M09",5,3
" "," ","1994M10",1,6
" ","New Zealand","1989M06",39,111
" "," ","1989M07",45,126
" "," ","1989M08",73,81
" "," ","1989M09",71,86
" "," ","1989M10",75,77
" "," ","1989M11",101,89
" "," ","1989M12",208,95
" "," ","1990M01",95,94
" "," ","1990M02",74,121
" "," ","1990M03",44,154
" "," ","1990M04",74,141
" "," ","1990M05",59,142
" "," ","1990M06",49,126
" "," ","1990M07",62,82
" "," ","1990M08",73,81
" "," ","1990M09",56,59
" "," ","1990M10",76,46
" "," ","1990M11",68,94
" "," ","1990M12",57,108
" "," ","1991M01",35,86
" "," ","1991M02",24,93
" "," ","1991M03",11,1
" "," ","1991M04",14,0
" "," ","1991M05",12,2
" "," ","1991M06",7,0
" "," ","1991M07",0,0
" "," ","1991M08",2,0
" "," ","1991M09",3,0
" "," ","1991M10",0,0
" "," ","1991M11",1,0
" "," ","1991M12",1,19
" "," ","1992M01",1,1
" "," ","1992M02",0,66
" "," ","1992M03",2,10
" "," ","1992M04",1,1
" "," ","1992M05",0,4
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",1,0
" "," ","1992M10",1,0
" "," ","1992M11",0,0
" "," ","1992M12",8,14
" "," ","1993M01",10,145
" "," ","1993M02",0,255
" "," ","1993M03",0,299
" "," ","1993M04",4,250
" "," ","1993M05",2,188
" "," ","1993M06",0,103
" "," ","1993M07",0,37
" "," ","1993M08",0,200
" "," ","1993M09",1,47
" "," ","1993M10",0,203
" "," ","1993M11",0,109
" "," ","1993M12",4,121
" "," ","1994M01",1,117
" "," ","1994M02",0,142
" "," ","1994M03",2,248
" "," ","1994M04",0,231
" "," ","1994M05",0,181
" "," ","1994M06",0,141
" "," ","1994M07",1,167
" "," ","1994M08",2,212
" "," ","1994M09",2,62
" "," ","1994M10",3,121
" ","French Polynesia","1989M06",0,2
" "," ","1989M07",0,0
" "," ","1989M08",1,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",1,5
" "," ","1989M12",0,0
" "," ","1990M01",1,0
" "," ","1990M02",1,1
" "," ","1990M03",1,0
" "," ","1990M04",0,0
" "," ","1990M05",0,1
" "," ","1990M06",0,3
" "," ","1990M07",7,5
" "," ","1990M08",0,1
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,1
" "," ","1991M07",0,2
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,0
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",1,0
" "," ","1992M02",0,2
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,1
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,1
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",5,0
" "," ","1992M12",1,0
" "," ","1993M01",0,1
" "," ","1993M02",0,0
" "," ","1993M03",1,0
" "," ","1993M04",4,2
" "," ","1993M05",0,1
" "," ","1993M06",6,0
" "," ","1993M07",1,0
" "," ","1993M08",1,0
" "," ","1993M09",0,1
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",2,0
" "," ","1994M02",2,1
" "," ","1994M03",1,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",4,2
" "," ","1994M08",0,0
" "," ","1994M09",2,0
" "," ","1994M10",0,2
" ","Papua New Guinea","1989M06",14,43
" "," ","1989M07",9,44
" "," ","1989M08",15,36
" "," ","1989M09",3,30
" "," ","1989M10",20,19
" "," ","1989M11",23,14
" "," ","1989M12",71,34
" "," ","1990M01",55,61
" "," ","1990M02",24,33
" "," ","1990M03",29,9
" "," ","1990M04",32,20
" "," ","1990M05",10,22
" "," ","1990M06",38,17
" "," ","1990M07",26,19
" "," ","1990M08",20,34
" "," ","1990M09",35,25
" "," ","1990M10",28,26
" "," ","1990M11",36,22
" "," ","1990M12",70,22
" "," ","1991M01",38,55
" "," ","1991M02",13,28
" "," ","1991M03",11,40
" "," ","1991M04",10,23
" "," ","1991M05",16,21
" "," ","1991M06",7,13
" "," ","1991M07",20,19
" "," ","1991M08",12,21
" "," ","1991M09",12,24
" "," ","1991M10",18,23
" "," ","1991M11",14,34
" "," ","1991M12",24,34
" "," ","1992M01",25,56
" "," ","1992M02",10,18
" "," ","1992M03",24,27
" "," ","1992M04",11,20
" "," ","1992M05",3,26
" "," ","1992M06",10,14
" "," ","1992M07",3,21
" "," ","1992M08",12,15
" "," ","1992M09",16,19
" "," ","1992M10",5,11
" "," ","1992M11",23,16
" "," ","1992M12",87,21
" "," ","1993M01",24,87
" "," ","1993M02",5,24
" "," ","1993M03",8,16
" "," ","1993M04",4,20
" "," ","1993M05",4,9
" "," ","1993M06",17,20
" "," ","1993M07",9,7
" "," ","1993M08",17,7
" "," ","1993M09",14,14
" "," ","1993M10",8,20
" "," ","1993M11",9,14
" "," ","1993M12",44,25
" "," ","1994M01",19,57
" "," ","1994M02",7,22
" "," ","1994M03",7,11
" "," ","1994M04",12,16
" "," ","1994M05",9,19
" "," ","1994M06",10,13
" "," ","1994M07",7,19
" "," ","1994M08",21,12
" "," ","1994M09",24,19
" "," ","1994M10",16,15
" ","Pitcairn","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,5
" "," ","1991M01",0,0
" "," ","1991M02",3,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,5
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,2
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",0,3
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",5,0
" "," ","1993M01",0,2
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",0,0
" "," ","1994M02",1,0
" "," ","1994M03",0,1
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,1
" "," ","1994M08",0,0
" "," ","1994M09",0,1
" "," ","1994M10",0,0
" ","Palau","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,6
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,0
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,0
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",0,0
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",0,0
" "," ","1993M01",0,0
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",1,0
" "," ","1994M02",0,0
" "," ","1994M03",0,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,0
" "," ","1994M08",0,0
" "," ","1994M09",0,0
" "," ","1994M10",0,0
" ","Solomon Islands","1989M06",2,2
" "," ","1989M07",3,5
" "," ","1989M08",3,7
" "," ","1989M09",3,1
" "," ","1989M10",0,11
" "," ","1989M11",2,2
" "," ","1989M12",11,4
" "," ","1990M01",2,4
" "," ","1990M02",6,6
" "," ","1990M03",3,3
" "," ","1990M04",4,5
" "," ","1990M05",6,8
" "," ","1990M06",1,4
" "," ","1990M07",7,2
" "," ","1990M08",1,6
" "," ","1990M09",12,4
" "," ","1990M10",1,2
" "," ","1990M11",13,1
" "," ","1990M12",20,1
" "," ","1991M01",4,7
" "," ","1991M02",0,1
" "," ","1991M03",9,4
" "," ","1991M04",0,6
" "," ","1991M05",8,13
" "," ","1991M06",1,1
" "," ","1991M07",2,2
" "," ","1991M08",1,5
" "," ","1991M09",5,0
" "," ","1991M10",2,5
" "," ","1991M11",0,7
" "," ","1991M12",10,2
" "," ","1992M01",4,12
" "," ","1992M02",0,8
" "," ","1992M03",1,1
" "," ","1992M04",0,2
" "," ","1992M05",4,6
" "," ","1992M06",1,3
" "," ","1992M07",0,2
" "," ","1992M08",6,0
" "," ","1992M09",1,2
" "," ","1992M10",2,6
" "," ","1992M11",1,0
" "," ","1992M12",6,2
" "," ","1993M01",0,2
" "," ","1993M02",0,1
" "," ","1993M03",0,2
" "," ","1993M04",0,6
" "," ","1993M05",0,1
" "," ","1993M06",4,5
" "," ","1993M07",1,3
" "," ","1993M08",0,3
" "," ","1993M09",0,1
" "," ","1993M10",5,2
" "," ","1993M11",0,2
" "," ","1993M12",16,0
" "," ","1994M01",1,12
" "," ","1994M02",3,2
" "," ","1994M03",1,7
" "," ","1994M04",0,7
" "," ","1994M05",2,4
" "," ","1994M06",5,4
" "," ","1994M07",0,1
" "," ","1994M08",0,6
" "," ","1994M09",0,1
" "," ","1994M10",2,4
" ","French Southern Territories","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,0
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,0
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",0,0
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",0,0
" "," ","1993M01",0,0
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",0,0
" "," ","1994M02",0,0
" "," ","1994M03",0,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,0
" "," ","1994M08",0,0
" "," ","1994M09",0,0
" "," ","1994M10",0,0
" ","Tokelau","1989M06",2,0
" "," ","1989M07",0,5
" "," ","1989M08",4,0
" "," ","1989M09",1,4
" "," ","1989M10",1,10
" "," ","1989M11",1,2
" "," ","1989M12",2,3
" "," ","1990M01",1,1
" "," ","1990M02",7,1
" "," ","1990M03",4,0
" "," ","1990M04",8,0
" "," ","1990M05",1,6
" "," ","1990M06",7,0
" "," ","1990M07",4,0
" "," ","1990M08",8,0
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",8,2
" "," ","1990M12",2,2
" "," ","1991M01",6,7
" "," ","1991M02",18,1
" "," ","1991M03",8,0
" "," ","1991M04",1,1
" "," ","1991M05",1,0
" "," ","1991M06",1,0
" "," ","1991M07",0,3
" "," ","1991M08",0,1
" "," ","1991M09",0,0
" "," ","1991M10",3,0
" "," ","1991M11",0,8
" "," ","1991M12",1,3
" "," ","1992M01",4,1
" "," ","1992M02",4,0
" "," ","1992M03",10,4
" "," ","1992M04",1,0
" "," ","1992M05",3,2
" "," ","1992M06",0,4
" "," ","1992M07",0,4
" "," ","1992M08",4,1
" "," ","1992M09",1,2
" "," ","1992M10",1,2
" "," ","1992M11",0,0
" "," ","1992M12",0,3
" "," ","1993M01",0,0
" "," ","1993M02",2,0
" "," ","1993M03",6,0
" "," ","1993M04",0,1
" "," ","1993M05",2,0
" "," ","1993M06",4,2
" "," ","1993M07",1,2
" "," ","1993M08",0,1
" "," ","1993M09",1,5
" "," ","1993M10",1,0
" "," ","1993M11",1,1
" "," ","1993M12",7,8
" "," ","1994M01",10,0
" "," ","1994M02",3,1
" "," ","1994M03",5,2
" "," ","1994M04",1,0
" "," ","1994M05",4,0
" "," ","1994M06",0,7
" "," ","1994M07",6,0
" "," ","1994M08",4,1
" "," ","1994M09",9,3
" "," ","1994M10",2,0
" ","Tonga","1989M06",5,9
" "," ","1989M07",10,7
" "," ","1989M08",18,5
" "," ","1989M09",4,6
" "," ","1989M10",4,3
" "," ","1989M11",7,4
" "," ","1989M12",38,22
" "," ","1990M01",8,14
" "," ","1990M02",7,13
" "," ","1990M03",5,21
" "," ","1990M04",10,6
" "," ","1990M05",9,2
" "," ","1990M06",10,0
" "," ","1990M07",8,9
" "," ","1990M08",3,2
" "," ","1990M09",10,15
" "," ","1990M10",10,10
" "," ","1990M11",8,7
" "," ","1990M12",22,9
" "," ","1991M01",14,17
" "," ","1991M02",9,10
" "," ","1991M03",3,9
" "," ","1991M04",7,8
" "," ","1991M05",6,14
" "," ","1991M06",4,6
" "," ","1991M07",3,17
" "," ","1991M08",15,10
" "," ","1991M09",1,21
" "," ","1991M10",5,11
" "," ","1991M11",11,20
" "," ","1991M12",15,24
" "," ","1992M01",13,10
" "," ","1992M02",6,31
" "," ","1992M03",6,20
" "," ","1992M04",1,12
" "," ","1992M05",8,22
" "," ","1992M06",5,11
" "," ","1992M07",4,7
" "," ","1992M08",4,11
" "," ","1992M09",7,7
" "," ","1992M10",6,7
" "," ","1992M11",7,15
" "," ","1992M12",24,18
" "," ","1993M01",14,17
" "," ","1993M02",19,9
" "," ","1993M03",13,19
" "," ","1993M04",13,10
" "," ","1993M05",4,15
" "," ","1993M06",5,5
" "," ","1993M07",10,6
" "," ","1993M08",5,6
" "," ","1993M09",10,11
" "," ","1993M10",9,5
" "," ","1993M11",13,6
" "," ","1993M12",34,18
" "," ","1994M01",19,20
" "," ","1994M02",22,10
" "," ","1994M03",10,5
" "," ","1994M04",9,6
" "," ","1994M05",7,7
" "," ","1994M06",15,4
" "," ","1994M07",3,1
" "," ","1994M08",10,5
" "," ","1994M09",7,14
" "," ","1994M10",11,2
" ","Tuvalu","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",1,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",1,0
" "," ","1990M05",2,0
" "," ","1990M06",2,1
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",1,1
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,1
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,0
" "," ","1991M11",0,0
" "," ","1991M12",0,2
" "," ","1992M01",0,1
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",2,0
" "," ","1992M08",0,0
" "," ","1992M09",1,0
" "," ","1992M10",0,0
" "," ","1992M11",0,2
" "," ","1992M12",0,1
" "," ","1993M01",0,0
" "," ","1993M02",0,0
" "," ","1993M03",1,0
" "," ","1993M04",0,0
" "," ","1993M05",0,1
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",0,0
" "," ","1994M02",0,0
" "," ","1994M03",0,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,0
" "," ","1994M08",0,0
" "," ","1994M09",1,0
" "," ","1994M10",0,0
" ","Vanuatu","1989M06",0,4
" "," ","1989M07",0,2
" "," ","1989M08",1,2
" "," ","1989M09",1,4
" "," ","1989M10",1,7
" "," ","1989M11",2,3
" "," ","1989M12",9,0
" "," ","1990M01",8,12
" "," ","1990M02",2,3
" "," ","1990M03",1,4
" "," ","1990M04",4,6
" "," ","1990M05",3,3
" "," ","1990M06",5,1
" "," ","1990M07",3,11
" "," ","1990M08",1,3
" "," ","1990M09",3,2
" "," ","1990M10",5,10
" "," ","1990M11",3,3
" "," ","1990M12",4,3
" "," ","1991M01",2,7
" "," ","1991M02",1,6
" "," ","1991M03",1,1
" "," ","1991M04",2,0
" "," ","1991M05",4,0
" "," ","1991M06",0,4
" "," ","1991M07",4,0
" "," ","1991M08",1,3
" "," ","1991M09",3,5
" "," ","1991M10",1,4
" "," ","1991M11",4,1
" "," ","1991M12",6,9
" "," ","1992M01",2,11
" "," ","1992M02",5,9
" "," ","1992M03",2,5
" "," ","1992M04",1,2
" "," ","1992M05",1,1
" "," ","1992M06",0,5
" "," ","1992M07",0,0
" "," ","1992M08",2,5
" "," ","1992M09",1,0
" "," ","1992M10",0,0
" "," ","1992M11",4,5
" "," ","1992M12",9,4
" "," ","1993M01",6,12
" "," ","1993M02",0,3
" "," ","1993M03",0,1
" "," ","1993M04",4,6
" "," ","1993M05",3,1
" "," ","1993M06",2,0
" "," ","1993M07",0,1
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",2,2
" "," ","1993M12",9,9
" "," ","1994M01",7,2
" "," ","1994M02",0,1
" "," ","1994M03",0,6
" "," ","1994M04",5,1
" "," ","1994M05",4,0
" "," ","1994M06",0,2
" "," ","1994M07",2,2
" "," ","1994M08",0,4
" "," ","1994M09",6,1
" "," ","1994M10",1,1
" ","Wallis and Futuna","1989M06",0,0
" "," ","1989M07",0,0
" "," ","1989M08",0,0
" "," ","1989M09",0,0
" "," ","1989M10",0,0
" "," ","1989M11",0,0
" "," ","1989M12",0,0
" "," ","1990M01",0,0
" "," ","1990M02",0,0
" "," ","1990M03",0,0
" "," ","1990M04",0,0
" "," ","1990M05",0,0
" "," ","1990M06",0,0
" "," ","1990M07",0,0
" "," ","1990M08",0,0
" "," ","1990M09",0,0
" "," ","1990M10",0,0
" "," ","1990M11",0,0
" "," ","1990M12",0,0
" "," ","1991M01",0,0
" "," ","1991M02",0,0
" "," ","1991M03",0,0
" "," ","1991M04",0,0
" "," ","1991M05",0,0
" "," ","1991M06",0,0
" "," ","1991M07",0,0
" "," ","1991M08",0,0
" "," ","1991M09",0,0
" "," ","1991M10",0,0
" "," ","1991M11",0,0
" "," ","1991M12",0,0
" "," ","1992M01",0,0
" "," ","1992M02",0,0
" "," ","1992M03",0,0
" "," ","1992M04",0,0
" "," ","1992M05",0,0
" "," ","1992M06",0,0
" "," ","1992M07",0,0
" "," ","1992M08",0,0
" "," ","1992M09",0,0
" "," ","1992M10",0,0
" "," ","1992M11",0,0
" "," ","1992M12",0,0
" "," ","1993M01",0,0
" "," ","1993M02",0,0
" "," ","1993M03",0,0
" "," ","1993M04",0,0
" "," ","1993M05",0,0
" "," ","1993M06",0,0
" "," ","1993M07",0,0
" "," ","1993M08",0,0
" "," ","1993M09",0,0
" "," ","1993M10",0,0
" "," ","1993M11",0,0
" "," ","1993M12",0,0
" "," ","1994M01",0,0
" "," ","1994M02",0,0
" "," ","1994M03",0,0
" "," ","1994M04",0,0
" "," ","1994M05",0,0
" "," ","1994M06",0,0
" "," ","1994M07",0,0
" "," ","1994M08",0,0
" "," ","1994M09",0,0
" "," ","1994M10",0,0
" ","Samoa","1989M06",28,34
" "," ","1989M07",28,14
" "," ","1989M08",42,16
